id,owner,secret,ispublic,license,dateupload,datetaken,ownername,latitude,longitude,accuracy,encounter_id,image_url
190935764,66195537@N00,3ba673759f,1,0,1153074316,2006-07-15 14:44:14,Fender07,,,0,flickr_9456f1b5,https://live.staticflickr.com/62/190935764_3ba673759f_b.jpg
190935850,66195537@N00,3465f6e9c2,1,0,1153074321,2006-07-15 14:45:17,Fender07,,,0,flickr_9456f1b5,https://live.staticflickr.com/65/190935850_3465f6e9c2_b.jpg
282586120,11551017@N00,86a6a3d496,1,3,1162150644,2006-10-29 13:37:24,rknickme,32.783359,-96.805257,15,flickr_399dfa4f,https://live.staticflickr.com/86/282586120_86a6a3d496_o.jpg
284395967,13537414@N00,063975a38b,1,0,1162275237,2006-10-30 22:13:57,scurry123@sbcglobal.net,,,0,flickr_503f3d6f,https://live.staticflickr.com/99/284395967_063975a38b_b.jpg
317616098,49788842@N00,bb74daedbc,1,0,1165647088,2006-11-22 17:11:56,heather burns,,,0,flickr_da5f9012,https://live.staticflickr.com/130/317616098_bb74daedbc_b.jpg
318197474,17129818@N00,3cb5d86a48,1,0,1165714527,2005-10-04 12:41:19,RTWL,,,0,flickr_e45e300b,https://live.staticflickr.com/133/318197474_3cb5d86a48_b.jpg
334672599,21772907@N00,014f90ffb6,1,0,1167189030,2006-10-26 10:52:34,✪remosito✪,,,0,flickr_eab9393b,https://live.staticflickr.com/136/334672599_014f90ffb6_b.jpg
390014908,67165921@N00,52bfd67c71,1,0,1171447412,2007-02-02 17:19:07,suerob,,,0,flickr_8923c36b,https://live.staticflickr.com/134/390014908_822bf56f22_h.jpg
409255256,69246198@N00,ae84ae60c6,1,0,1172965788,2007-03-01 23:05:24,Jackie Pants,32.783504,-96.805086,15,flickr_f7dd865d,https://live.staticflickr.com/129/409255256_ae84ae60c6_b.jpg
409578723,37871278@N00,e0d5667a09,1,0,1172988806,2007-03-02 19:02:06,Origamisoup,,,0,flickr_e6782951,https://live.staticflickr.com/174/409578723_e0d5667a09_c.jpg
419105145,33823061@N00,4f6cf3aac0,1,0,1173724605,2007-03-12 11:36:45,sabarig,,,0,flickr_7c3846ae,https://live.staticflickr.com/129/419105145_4f6cf3aac0_c.jpg
423915405,44237541@N00,5fada9bae9,1,0,1174127661,2007-03-09 00:37:38,digitalART2,,,0,flickr_09c4c510,https://live.staticflickr.com/169/423915405_5fada9bae9_b.jpg
428914611,84583589@N00,c7adeabf20,1,0,1174450345,2007-03-17 15:36:27,drburi3,,,0,flickr_ad15a3de,https://live.staticflickr.com/186/428914611_c7adeabf20_b.jpg
438013676,69246198@N00,b98e501971,1,0,1175121408,2007-03-23 01:52:56,Jackie Pants,32.783504,-96.805086,15,flickr_a9cef85c,https://live.staticflickr.com/153/438013676_b98e501971_b.jpg
447033358,55126705@N00,4c9eab51f3,1,0,1175766515,2005-12-01 15:17:13,Giese555,-12.611861,-69.037227,12,flickr_3b72fbc1,https://live.staticflickr.com/181/447033358_4c9eab51f3_b.jpg
464465967,7639021@N05,47b35f6d1d,1,0,1176933668,2007-04-12 16:32:33,lizcollins,,,0,flickr_0dda2507,https://live.staticflickr.com/194/464465967_47b35f6d1d_z.jpg
480724895,69875326@N00,42ef01e48a,1,0,1178069993,2007-05-01 22:26:58,iJohn,45.104546,-64.954776,12,flickr_6fff26d7,https://live.staticflickr.com/208/480724895_42ef01e48a_b.jpg
968247779,8341223@N04,eaee8fbc69,1,0,1179640866,2007-05-06 15:58:56,biochick717,,,0,flickr_a5d7ee31,https://live.staticflickr.com/1005/968247779_eaee8fbc69_b.jpg
969104426,8341223@N04,c8d6856e96,1,0,1179640936,2007-05-06 16:16:39,biochick717,,,0,flickr_1bc8d0f6,https://live.staticflickr.com/1204/969104426_c8d6856e96_b.jpg
518243220,76418695@N00,c0286c7092,1,0,1180375177,2007-05-27 21:18:31,mlvnchn,32.783702,-96.804828,14,flickr_5643afbb,https://live.staticflickr.com/189/518243220_c0286c7092_b.jpg
791105934,8846874@N02,c656246189,1,0,1184270618,2006-09-18 17:13:31,Crocroger,,,0,flickr_641b2723,https://live.staticflickr.com/1052/791105934_c656246189_b.jpg
876208887,9761457@N05,38ac81a8a6,1,0,1185206996,2007-07-21 00:02:30,sweetgoddess71,39.972367,-75.196223,14,flickr_f319089f,https://live.staticflickr.com/1172/876208887_38ac81a8a6_b.jpg
876209237,9761457@N05,5f32bb9419,1,0,1185207000,2007-07-21 00:02:32,sweetgoddess71,39.972367,-75.196223,14,flickr_f319089f,https://live.staticflickr.com/1108/876209237_5f32bb9419_b.jpg
876209963,9761457@N05,c11f021e02,1,0,1185207009,2007-07-21 00:02:20,sweetgoddess71,39.972367,-75.196223,14,flickr_f319089f,https://live.staticflickr.com/1020/876209963_c11f021e02_b.jpg
876210329,9761457@N05,6e4285b1d4,1,0,1185207013,2007-07-20 23:56:54,sweetgoddess71,39.972367,-75.196223,14,flickr_56c59ecc,https://live.staticflickr.com/1168/876210329_6e4285b1d4_b.jpg
877060802,9761457@N05,da0707e1b2,1,0,1185207018,2007-07-20 23:58:57,sweetgoddess71,39.972367,-75.196223,14,flickr_56c59ecc,https://live.staticflickr.com/1439/877060802_da0707e1b2_b.jpg
877061318,9761457@N05,e4d44fb981,1,0,1185207025,2007-07-20 23:59:09,sweetgoddess71,39.972367,-75.196223,14,flickr_56c59ecc,https://live.staticflickr.com/1366/877061318_e4d44fb981_b.jpg
909496562,8047694@N02,6750d013fc,1,0,1185489028,2007-06-19 22:36:44,hightimes1974,,,0,flickr_bdf485d1,https://live.staticflickr.com/1369/909496562_6750d013fc_b.jpg
934968145,10645678@N06,b8469262e0,1,0,1185685777,2007-04-14 00:56:34,fkalltheway,39.970008,-75.193562,16,flickr_defa9484,https://live.staticflickr.com/1248/934968145_b8469262e0_b.jpg
935813184,10645678@N06,e0daf10351,1,0,1185685766,2007-04-14 00:54:47,fkalltheway,39.970008,-75.193562,16,flickr_defa9484,https://live.staticflickr.com/1341/935813184_e0daf10351_b.jpg
935814222,10645678@N06,6eb339412c,1,0,1185685774,2007-04-14 00:56:29,fkalltheway,39.970008,-75.193562,16,flickr_defa9484,https://live.staticflickr.com/1145/935814222_6eb339412c_b.jpg
1061401807,8047694@N02,78db284b80,1,0,1186671668,2007-06-19 22:36:49,hightimes1974,,,0,flickr_bdf485d1,https://live.staticflickr.com/1175/1061401807_78db284b80_b.jpg
1065287937,89424762@N00,1e442f41a6,1,0,1186704432,2007-07-10 13:36:37,lauratakespictures,,,0,flickr_60d8f597,https://live.staticflickr.com/1225/1065287937_1e442f41a6_c.jpg
1326176050,82211889@N00,114c08f50d,1,2,1188958067,2007-09-02 15:52:05,Men In Black,39.971681,-75.195670,16,flickr_48caf73b,https://live.staticflickr.com/1266/1326176050_a9e42e7915_3k.jpg
1336260473,76033499@N00,2b4a63ba3b,1,0,1189095852,2007-08-15 16:45:33,LPJC,-16.436414,-56.625423,11,flickr_a4c1a8b3,https://live.staticflickr.com/1306/1336260473_a843f80850_h.jpg
1337146438,76033499@N00,dc55f1bb86,1,0,1189095872,2007-08-15 16:35:30,LPJC,-16.436414,-56.625423,11,flickr_a4c1a8b3,https://live.staticflickr.com/1236/1337146438_dc55f1bb86_c.jpg
1337147082,76033499@N00,4d1c810b18,1,0,1189095885,2007-08-15 16:35:16,LPJC,-16.436414,-56.625423,11,flickr_a4c1a8b3,https://live.staticflickr.com/1156/1337147082_ec95541a18_h.jpg
1344838406,97156549@N00,96e8d36083,1,0,1189222142,2007-08-26 14:49:25,rebo0t,,,0,flickr_67fd853a,https://live.staticflickr.com/1266/1344838406_96e8d36083_c.jpg
1345620320,76033499@N00,f2742008da,1,0,1189235587,2007-08-17 17:12:07,LPJC,-16.436414,-56.625423,11,flickr_84392eec,https://live.staticflickr.com/1051/1345620320_a827de719f_h.jpg
1423073453,10645678@N06,b6ead02af9,1,0,1190474744,2007-09-21 14:26:38,fkalltheway,39.970008,-75.193562,16,flickr_539c2bda,https://live.staticflickr.com/1172/1423073453_b6ead02af9_b.jpg
1423073983,10645678@N06,590c3f44cf,1,0,1190474756,2007-09-21 14:26:58,fkalltheway,39.970008,-75.193562,16,flickr_539c2bda,https://live.staticflickr.com/1101/1423073983_590c3f44cf_b.jpg
1423956836,10645678@N06,1eb4eb259b,1,0,1190474729,2007-09-21 14:26:32,fkalltheway,39.970008,-75.193562,16,flickr_539c2bda,https://live.staticflickr.com/1332/1423956836_1eb4eb259b_b.jpg
1423965516,10645678@N06,a171ab5241,1,0,1190474899,2007-09-21 15:09:35,fkalltheway,39.970008,-75.193562,16,flickr_951a6ab4,https://live.staticflickr.com/1023/1423965516_a171ab5241_b.jpg
1509607261,65683781@N00,c0913cafe1,1,0,1191802624,2007-10-07 20:03:20,moocatmoocat,,,0,flickr_3b170645,https://live.staticflickr.com/2114/1509607261_c0913cafe1_b.jpg
1541581917,14864313@N03,f8275d23dc,1,0,1192107820,2007-02-06 17:07:59,venezuela-adventure,8.630581,-69.491615,10,flickr_151273ab,https://live.staticflickr.com/2138/1541581917_f8275d23dc_b.jpg
1574450844,14908654@N06,beac99de55,1,1,1192421141,2007-09-26 14:07:05,victorkim,-12.593098,-69.168548,11,flickr_4f7e5b56,https://live.staticflickr.com/2378/1574450844_beac99de55_c.jpg
1806320494,23998018@N00,09e9be4280,1,0,1193784519,2007-10-28 09:05:06,Rhonda_Marie,-12.598794,-69.194641,12,flickr_beff5a66,https://live.staticflickr.com/2380/1806320494_6f4a4e279a_k.jpg
1806905559,81367877@N00,1c3d557cd3,1,0,1193811808,2007-08-07 12:13:35,RE Houseman,,,0,flickr_93ea1368,https://live.staticflickr.com/2162/1806905559_1c3d557cd3_b.jpg
1807753640,81367877@N00,0fe154f51f,1,0,1193811793,2007-08-07 12:16:23,RE Houseman,,,0,flickr_93ea1368,https://live.staticflickr.com/2139/1807753640_0fe154f51f_b.jpg
1807446157,81367877@N00,dd67b23c94,1,0,1193827691,2007-08-07 12:16:21,RE Houseman,,,0,flickr_93ea1368,https://live.staticflickr.com/2368/1807446157_dd67b23c94_b.jpg
1816320291,10814125@N07,5e225f199d,1,0,1193955474,2006-09-17 08:49:55,benikon,,,0,flickr_9f846fff,https://live.staticflickr.com/2198/1816320291_5e225f199d_c.jpg
1893635196,23998018@N00,6a8804e53a,1,0,1194383104,2007-10-28 09:04:27,Rhonda_Marie,-12.598794,-69.194641,12,flickr_beff5a66,https://live.staticflickr.com/2391/1893635196_9855481d85_3k.jpg
2050110132,23998018@N00,1f87098e53,1,0,1195562794,2007-10-28 09:04:24,Rhonda_Marie,-12.598794,-69.194641,12,flickr_beff5a66,https://live.staticflickr.com/2110/2050110132_47ef7683da_3k.jpg
2056663522,64821560@N00,e1714fb395,1,0,1195793219,2007-11-22 20:46:59,gizmorichards,,,0,flickr_170e7c2e,https://live.staticflickr.com/2288/2056663522_e1714fb395_b.jpg
2082432398,67529742@N00,319e307bc9,1,0,1196641147,2007-12-02 11:01:41,loweryc,30.403120,-81.645369,14,flickr_ba8fc4fe,https://live.staticflickr.com/2231/2082432398_319e307bc9_b.jpg
2152728678,10645678@N06,fe003f7e6c,1,0,1199128294,2007-12-08 13:29:41,fkalltheway,39.970008,-75.193562,16,flickr_5be2ca04,https://live.staticflickr.com/2393/2152728678_fe003f7e6c_b.jpg
2180019006,83471827@N00,0c1c6cf06a,1,0,1199855948,2008-01-05 15:12:53,merriam maria,,,0,flickr_9ab9a8fc,https://live.staticflickr.com/2145/2180019006_0c1c6cf06a_b.jpg
2181319095,13822155@N05,c98dabe7c1,1,0,1199929072,2007-12-26 10:22:08,madeline_47,,,0,flickr_ef6650e2,https://live.staticflickr.com/2060/2181319095_c98dabe7c1_b.jpg
2181327147,13822155@N05,41b35ce4c9,1,0,1199929325,2007-12-26 10:30:42,madeline_47,,,0,flickr_ef6650e2,https://live.staticflickr.com/2284/2181327147_41b35ce4c9_b.jpg
2181328699,13822155@N05,31dd6edba2,1,0,1199929375,2007-12-26 10:28:24,madeline_47,,,0,flickr_ef6650e2,https://live.staticflickr.com/2355/2181328699_31dd6edba2_b.jpg
2182117932,13822155@N05,e83c3d3a89,1,0,1199929414,2007-12-26 10:30:47,madeline_47,,,0,flickr_ef6650e2,https://live.staticflickr.com/2076/2182117932_e83c3d3a89_b.jpg
2193853455,84118415@N00,37e49fde86,1,0,1200375990,2008-01-10 22:49:39,abrigade,,,0,flickr_353e76dd,https://live.staticflickr.com/2418/2193853455_37e49fde86_c.jpg
2235295016,10287866@N00,f7489f7925,1,0,1201890084,2008-02-01 12:21:24,mountainpath2001,,,0,flickr_bb2d2d55,https://live.staticflickr.com/2230/2235295016_f7489f7925_z.jpg
2243534047,71087757@N00,dec1685286,1,0,1202216204,2008-02-02 11:11:47,TPorter2006,,,0,flickr_78ca1623,https://live.staticflickr.com/2392/2243534047_e8b8f66a69_3k.jpg
2323124449,33579678@N00,ea24980d58,1,0,1205146578,2004-10-27 09:17:22,rikkiandmatt,,,0,flickr_39fadf79,https://live.staticflickr.com/3118/2323124449_ea24980d58_b.jpg
2348664366,27303182@N00,1a679848eb,1,0,1206051540,2008-03-10 06:16:18,jeffcojeremy,,,0,flickr_7aa497e4,https://live.staticflickr.com/3125/2348664366_1a679848eb_b.jpg
2388660626,10442043@N00,606f574d93,1,0,1207349620,2008-04-04 15:53:40,akaThorne,,,0,flickr_66f4fe42,https://live.staticflickr.com/3291/2388660626_606f574d93_b.jpg
2406534688,42528087@N00,1e1a3115ce,1,5,1207951324,2004-06-27 17:02:04,oddharmonic,32.783301,-96.805257,16,flickr_05773027,https://live.staticflickr.com/2057/2406534688_1e1a3115ce_c.jpg
2425754209,94907420@N00,120c4284e4,1,0,1208646215,2008-04-19 14:10:02,RoninRtist,,,0,flickr_8a77a643,https://live.staticflickr.com/2227/2425754209_120c4284e4_b.jpg
2426867374,85739412@N00,ebd5de6197,1,0,1208655337,2008-04-19 21:35:37,Babyraven,,,0,flickr_b4a42af5,https://live.staticflickr.com/2233/2426867374_ebd5de6197_c.jpg
2434328168,10645678@N06,33f812f594,1,0,1208877679,2008-04-12 14:38:13,fkalltheway,,,0,flickr_befe63c7,https://live.staticflickr.com/3025/2434328168_33f812f594_b.jpg
2434328286,10645678@N06,671f4e1945,1,0,1208877682,2008-04-12 14:38:18,fkalltheway,,,0,flickr_befe63c7,https://live.staticflickr.com/2077/2434328286_671f4e1945_b.jpg
2441422441,63086147@N00,8dd6003960,1,0,1209173916,2008-04-23 17:06:00,bastchild,,,0,flickr_65438a40,https://live.staticflickr.com/2287/2441422441_0568ca3a2e_k.jpg
2442355259,47051377@N00,4930eab098,1,0,1209218642,2008-04-05 12:30:46,ellenm1,,,0,flickr_1cd65622,https://live.staticflickr.com/3113/2442355259_d866d1a977_h.jpg
2465256313,23604717@N02,8539ee30fd,1,0,1209942740,2008-04-25 13:12:35,alli & hammer´s travels,,,0,flickr_0fbb2c9a,https://live.staticflickr.com/3220/2465256313_8539ee30fd_z.jpg
2482014584,10645678@N06,be36f1df47,1,0,1210467390,2008-05-10 11:06:23,fkalltheway,,,0,flickr_040b6f3d,https://live.staticflickr.com/2096/2482014584_be36f1df47_b.jpg
2482024806,10645678@N06,9beb92f384,1,0,1210467751,2008-05-10 11:07:41,fkalltheway,,,0,flickr_040b6f3d,https://live.staticflickr.com/3264/2482024806_9beb92f384_b.jpg
2481270227,10645678@N06,9c700a2fcb,1,0,1210469644,2008-05-10 11:11:27,fkalltheway,,,0,flickr_040b6f3d,https://live.staticflickr.com/3169/2481270227_9c700a2fcb_b.jpg
2482085666,10645678@N06,6d94475c0c,1,0,1210469776,2008-05-10 11:11:28,fkalltheway,,,0,flickr_040b6f3d,https://live.staticflickr.com/2146/2482085666_6d94475c0c_b.jpg
2494455232,22094016@N00,bf2b2f029a,1,0,1210836910,2008-04-17 01:34:22,sejje,,,0,flickr_9762e7bc,https://live.staticflickr.com/3091/2494455232_bf2b2f029a_c.jpg
2515195363,91409706@N00,770be75585,1,0,1211534773,2008-05-19 15:37:52,bad9brad,-12.607841,-69.035167,16,flickr_13d4cf85,https://live.staticflickr.com/2047/2515195363_770be75585_b.jpg
2516021074,91409706@N00,0373b7a61c,1,0,1211534836,2008-05-19 15:38:00,bad9brad,-12.607841,-69.035167,16,flickr_13d4cf85,https://live.staticflickr.com/2078/2516021074_0373b7a61c_b.jpg
2515267539,91409706@N00,2155cc28db,1,0,1211538736,2008-05-20 07:35:55,bad9brad,-12.607841,-69.035167,16,flickr_42d3a531,https://live.staticflickr.com/2284/2515267539_2155cc28db_b.jpg
2515900009,24084164@N02,11e3fabd99,1,0,1211561949,2008-04-16 17:25:17,longdistancelady,,,0,flickr_c739c6a3,https://live.staticflickr.com/2354/2515900009_11e3fabd99_b.jpg
2529731955,42528087@N00,969762084c,1,5,1211953280,2004-06-27 00:00:18,oddharmonic,32.783301,-96.805257,16,flickr_5defca91,https://live.staticflickr.com/2215/2529731955_969762084c_c.jpg
2530549538,42528087@N00,25ae118dc0,1,5,1211953282,2004-06-27 00:00:17,oddharmonic,32.783301,-96.805257,16,flickr_5defca91,https://live.staticflickr.com/2019/2530549538_25ae118dc0_c.jpg
2530549558,42528087@N00,6be75b0bda,1,5,1211953283,2004-06-27 00:00:16,oddharmonic,32.783301,-96.805257,16,flickr_5defca91,https://live.staticflickr.com/2176/2530549558_6be75b0bda_c.jpg
2536869796,24084164@N02,cc9994bd86,1,0,1212166346,2008-05-20 10:15:37,longdistancelady,,,0,flickr_3db3445a,https://live.staticflickr.com/3216/2536869796_cc9994bd86_b.jpg
2545228947,27299912@N06,d8e7a48228,1,0,1212433602,2008-05-19 18:14:58,ericformeister,,,0,flickr_e7de56ef,https://live.staticflickr.com/3060/2545228947_d8e7a48228_b.jpg
2555612634,27023645@N07,c24bb9295e,1,0,1212729730,2008-05-16 20:45:44,marcericksonkansas,,,0,flickr_57417ec0,https://live.staticflickr.com/3018/2555612634_c24bb9295e_b.jpg
2578084893,87258466@N00,0cda21c705,1,0,1213478602,2008-05-22 04:07:43,PeterS,,,0,flickr_135f9b9f,https://live.staticflickr.com/3118/2578084893_0cda21c705_c.jpg
2611213417,27341952@N04,ea416a66a1,1,0,1214438168,2007-09-16 11:33:50,Pantanal Fazenda San Francisco - Carol Coelho,-20.135367,-56.448526,13,flickr_acd7b016,https://live.staticflickr.com/3276/2611213417_ea416a66a1_w.jpg
2613475064,27756970@N04,ee993b1e8e,1,0,1214489115,2008-05-14 23:46:00,paul.prozesky,,,0,flickr_2f6c67fb,https://live.staticflickr.com/3211/2613475064_ee993b1e8e_b.jpg
2631050032,26002238@N05,a81a2fe8ff,1,10,1215000140,2008-07-02 08:02:20,C_K_L,,,0,flickr_67b902c6,https://live.staticflickr.com/3183/2631050032_ba2e1e1453_o.jpg
2631050142,26002238@N05,b8b71733af,1,0,1215000146,2008-07-02 08:02:26,C_K_L,,,0,flickr_67b902c6,https://live.staticflickr.com/3013/2631050142_b8b71733af_b.jpg
2632735749,28204323@N05,cedb3514f3,1,0,1215072800,2008-03-26 17:38:55,GG82,,,0,flickr_be4733fa,https://live.staticflickr.com/3027/2632735749_cedb3514f3_b.jpg
2713865827,34782855@N00,9ae5230a51,1,0,1217356625,2008-07-22 09:04:44,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3057/2713865827_0bfa13cc11_o.jpg
2713866013,34782855@N00,34a8e8742f,1,0,1217356629,2008-07-22 09:06:22,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3284/2713866013_453e595eb0_o.jpg
2713866403,34782855@N00,494db8edb5,1,0,1217356637,2008-07-22 09:06:25,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3150/2713866403_121b8f60b6_o.jpg
2713866893,34782855@N00,f5c891b1ab,1,0,1217356647,2008-07-22 09:06:29,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3181/2713866893_8b29a431a7_o.jpg
2713867067,34782855@N00,efdc23f811,1,0,1217356652,2008-07-22 09:06:32,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3200/2713867067_2395a2b5be_o.jpg
2713867765,34782855@N00,b0411091b7,1,0,1217356667,2008-07-22 09:06:53,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3002/2713867765_e48c0ac6b3_o.jpg
2713868429,34782855@N00,1ec6541f9d,1,0,1217356681,2008-07-22 09:10:32,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3051/2713868429_5655ca110e_o.jpg
2713870047,34782855@N00,093d68738f,1,0,1217356714,2008-07-22 09:12:33,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3002/2713870047_e2c8c7b420_o.jpg
2713872459,34782855@N00,83170af79c,1,0,1217356764,2008-07-22 09:18:06,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3123/2713872459_19b61f42dd_o.jpg
2714680656,34782855@N00,9b88de339d,1,0,1217356655,2008-07-22 09:06:40,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3012/2714680656_22394791d9_o.jpg
2714680878,34782855@N00,79fa26bd11,1,0,1217356659,2008-07-22 09:06:49,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3084/2714680878_402170215b_o.jpg
2714683716,34782855@N00,acb3fff27d,1,0,1217356718,2008-07-22 09:12:38,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3200/2714683716_9403a41644_o.jpg
2714684062,34782855@N00,775cf31aa4,1,0,1217356726,2008-07-22 09:15:29,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3146/2714684062_2b1527fc2a_o.jpg
2714684476,34782855@N00,6ffe6383fe,1,0,1217356734,2008-07-22 09:15:41,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3091/2714684476_c3d381cb7c_o.jpg
2714684712,34782855@N00,e84b1c0692,1,0,1217356739,2008-07-22 09:15:45,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3029/2714684712_10d79fe74f_o.jpg
2714685508,34782855@N00,1af34df954,1,0,1217356758,2008-07-22 09:17:49,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3252/2714685508_5aabf86161_o.jpg
2714685758,34782855@N00,b331e10314,1,0,1217356761,2008-07-22 09:17:51,Global Voyager,,,0,flickr_6502cf1f,https://live.staticflickr.com/3227/2714685758_29951cf87e_o.jpg
